index,year,url,title,timestamp,take_explanation,take,publisher,path,pages,editor,booktitle,biburl,bibsource,author,ENTRYTYPE,ID,doi,volume,series,number,journal,eprint,archiveprefix
40,2019,http://arxiv.org/abs/1904.12694,ExplaiNE: An Approach for Explaining Network Embedding-based Link Predictions,"Thu, 02 May 2019 01:00:00 +0200",Not about attribution.,No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-1904-12694.bib,"dblp computer science bibliography, https://dblp.org","Bo Kang and
Jefrey Lijffijt and
Tijl De Bie",article,DBLP:journals/corr/abs-1904-12694,,abs/1904.12694,,,CoRR,1904.12694,arXiv
41,2019,http://arxiv.org/abs/1904.12991,Why should you trust my interpretation? Understanding uncertainty in LIME predictions,"Thu, 02 May 2019 01:00:00 +0200",Related to attribution technique.,Yes,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-1904-12991.bib,"dblp computer science bibliography, https://dblp.org","Hui Fen Tan and
Kuangyan Song and
Madeilene Udell and
Yiming Sun and
Yujia Zhang",article,DBLP:journals/corr/abs-1904-12991,,abs/1904.12991,,,CoRR,1904.12991,arXiv
42,2019,http://arxiv.org/abs/1906.02004,Interpretable and Differentially Private Predictions,"Thu, 13 Jun 2019 01:00:00 +0200",Different research question.,No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-1906-02004.bib,"dblp computer science bibliography, https://dblp.org","Frederik Harder and
Matthias Bauer and
Mijung Park",article,DBLP:journals/corr/abs-1906-02004,,abs/1906.02004,,,CoRR,1906.02004,arXiv
43,2019,http://arxiv.org/abs/1907.02582,Explaining Predictions from Tree-based Boosting Ensembles,"Mon, 08 Jul 2019 01:00:00 +0200","Not about attribution, about counterfactual explanations.",No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-1907-02582.bib,"dblp computer science bibliography, https://dblp.org","Ana Lucic and
Hinda Haned and
Maarten de Rijke",article,DBLP:journals/corr/abs-1907-02582,,abs/1907.02582,,,CoRR,1907.02582,arXiv
44,2019,http://arxiv.org/abs/1909.04169,OncoNetExplainer: Explainable Predictions of Cancer Types Based on Gene Expression Data,"Wed, 09 Oct 2019 01:00:00 +0200",Different application.,No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-1909-04169.bib,"dblp computer science bibliography, https://dblp.org","Md. Rezaul Karim and
Michael Cochez and
Oya Deniz Beyan and
Stefan Decker and
Christoph Lange",article,DBLP:journals/corr/abs-1909-04169,,abs/1909.04169,,,CoRR,1909.04169,arXiv
45,2019,http://arxiv.org/abs/1911.01058,Explaining the Predictions of Any Image Classifier via Decision Trees,"Mon, 11 Nov 2019 00:00:00 +0100",Related to attribution via surrogates in a wider sense.,Yes,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-1911-01058.bib,"dblp computer science bibliography, https://dblp.org","Sheng Shi and
Xinfeng Zhang and
Haisheng Li and
Wei Fan",article,DBLP:journals/corr/abs-1911-01058,,abs/1911.01058,,,CoRR,1911.01058,arXiv
46,2019,http://arxiv.org/abs/1911.02042,Why X rather than Y? Explaining Neural Model' Predictions by Generating Intervention Counterfactual Samples,"Mon, 11 Nov 2019 00:00:00 +0100","Not about attribution, about counterfactuals.",No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-1911-02042.bib,"dblp computer science bibliography, https://dblp.org","Thai Le and
Suhang Wang and
Dongwon Lee",article,DBLP:journals/corr/abs-1911-02042,,abs/1911.02042,,,CoRR,1911.02042,arXiv
47,2019,http://arxiv.org/abs/1912.07737,On the Understanding and Interpretation of Machine Learning Predictions in Clinical Gait Analysis Using Explainable Artificial Intelligence,"Fri, 03 Jan 2020 00:00:00 +0100",Different application.,No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-1912-07737.bib,"dblp computer science bibliography, https://dblp.org","Fabian Horst and
Djordje Slijepcevic and
Sebastian Lapuschkin and
Anna{-}Maria Raberger and
Matthias Zeppelzauer and
Wojciech Samek and
Christian Breiteneder and
Wolfgang I. Sch{\""{o}}llhorn and
Brian Horsak",article,DBLP:journals/corr/abs-1912-07737,,abs/1912.07737,,,CoRR,1912.07737,arXiv
48,2020,https://arxiv.org/abs/2003.09466,Locally Interpretable Predictions of Parkinson's Disease Progression,"Tue, 24 Mar 2020 00:00:00 +0100",Different application.,No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-2003-09466.bib,"dblp computer science bibliography, https://dblp.org","Qiaomei Li and
Rachel Cummings and
Yonatan Mintz",article,DBLP:journals/corr/abs-2003-09466,,abs/2003.09466,,,CoRR,2003.09466,arXiv
49,2020,https://arxiv.org/abs/2004.04564,Interpretability Analysis for Named Entity Recognition to Understand System Predictions and How They Can Improve,"Tue, 14 Apr 2020 01:00:00 +0200",Different application.,No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-2004-04564.bib,"dblp computer science bibliography, https://dblp.org","Oshin Agarwal and
Yinfei Yang and
Byron C. Wallace and
Ani Nenkova",article,DBLP:journals/corr/abs-2004-04564,,abs/2004.04564,,,CoRR,2004.04564,arXiv
50,2020,https://arxiv.org/abs/2004.04582,DeepCOVIDExplainer: Explainable COVID-19 Predictions Based on Chest X-ray Images,"Tue, 21 Apr 2020 01:00:00 +0200",Different application.,No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-2004-04582.bib,"dblp computer science bibliography, https://dblp.org","Md. Rezaul Karim and
Till D{\""{o}}hmen and
Dietrich Rebholz{-}Schuhmann and
Stefan Decker and
Michael Cochez and
Oya Beyan",article,DBLP:journals/corr/abs-2004-04582,,abs/2004.04582,,,CoRR,2004.04582,arXiv
51,2020,https://arxiv.org/abs/2004.12551,Interpretable Multi-Task Deep Neural Networks for Dynamic Predictions of Postoperative Complications,"Wed, 29 Apr 2020 01:00:00 +0200",Different application.,No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-2004-12551.bib,"dblp computer science bibliography, https://dblp.org","Benjamin Shickel and
Tyler J. Loftus and
Shounak Datta and
Tezcan Ozrazgat{-}Baslanti and
Azra Bihorac and
Parisa Rashidi",article,DBLP:journals/corr/abs-2004-12551,,abs/2004.12551,,,CoRR,2004.12551,arXiv
52,2020,https://arxiv.org/abs/2004.14546,WT5?! Training Text-to-Text Models to Explain their Predictions,"Sun, 03 May 2020 01:00:00 +0200","Different application, about interpretable models.",No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-2004-14546.bib,"dblp computer science bibliography, https://dblp.org","Sharan Narang and
Colin Raffel and
Katherine Lee and
Adam Roberts and
Noah Fiedel and
Karishma Malkan",article,DBLP:journals/corr/abs-2004-14546,,abs/2004.14546,,,CoRR,2004.14546,arXiv
53,2020,https://arxiv.org/abs/2005.06676,Explaining Black Box Predictions and Unveiling Data Artifacts through Influence Functions,"Fri, 22 May 2020 01:00:00 +0200","Not about attribution, but influential instance.",No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-2005-06676.bib,"dblp computer science bibliography, https://dblp.org","Xiaochuang Han and
Byron C. Wallace and
Yulia Tsvetkov",article,DBLP:journals/corr/abs-2005-06676,,abs/2005.06676,,,CoRR,2005.06676,arXiv
54,2020,https://arxiv.org/abs/2005.10284,An Adversarial Approach for Explaining the Predictions of Deep Neural Networks,"Fri, 22 May 2020 01:00:00 +0200","Not about attribution, but feature importance.",No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/abs-2005-10284.bib,"dblp computer science bibliography, https://dblp.org","Arash Rahnama and
Andrew Tseng",article,DBLP:journals/corr/abs-2005-10284,,abs/2005.10284,,,CoRR,2005.10284,arXiv
55,2017,http://arxiv.org/abs/1707.01943,A causal framework for explaining the predictions of black-box sequence-to-sequence models,"Mon, 13 Aug 2018 01:00:00 +0200",Not about attribution.,No,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/Alvarez-MelisJ17.bib,"dblp computer science bibliography, https://dblp.org","David Alvarez{-}Melis and
Tommi S. Jaakkola",article,DBLP:journals/corr/Alvarez-MelisJ17,,abs/1707.01943,,,CoRR,1707.01943,arXiv
56,2016,http://arxiv.org/abs/1611.07478,An unexpected unity among methods for interpreting model predictions,"Mon, 13 Aug 2018 01:00:00 +0200",Theoretical contribution.,Yes,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/LundbergL16.bib,"dblp computer science bibliography, https://dblp.org","Scott Lundberg and
Su{-}In Lee",article,DBLP:journals/corr/LundbergL16,,abs/1611.07478,,,CoRR,1611.07478,arXiv
57,2016,http://arxiv.org/abs/1611.08191,Interpreting the Predictions of Complex ML Models by Layer-wise Relevance Propagation,"Mon, 13 Aug 2018 01:00:00 +0200",Theoretical and methodological contribution.,Yes,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/corr/SamekMBLM16.bib,"dblp computer science bibliography, https://dblp.org","Wojciech Samek and
Gr{\'{e}}goire Montavon and
Alexander Binder and
Sebastian Lapuschkin and
Klaus{-}Robert M{\""{u}}ller",article,DBLP:journals/corr/SamekMBLM16,,abs/1611.08191,,,CoRR,1611.08191,arXiv
58,2019,https://doi.org/10.1016/j.ejor.2018.05.068,News-based forecasts of macroeconomic indicators: A semantic path model for interpretable predictions,"Fri, 21 Feb 2020 00:00:00 +0100",Not about attribution.,No,,Feature Attribution\dblp\scan.bib,162--175,,,https://dblp.org/rec/journals/eor/FeuerriegelG19.bib,"dblp computer science bibliography, https://dblp.org","Stefan Feuerriegel and
Julius Gordon",article,DBLP:journals/eor/FeuerriegelG19,10.1016/j.ejor.2018.05.068,272,,1,Eur. J. Oper. Res.,,
59,2017,https://doi.org/10.1016/j.eswa.2016.11.010,Explaining machine learning models in sales predictions,"Thu, 28 Dec 2017 00:00:00 +0100",Different application.,No,,Feature Attribution\dblp\scan.bib,416--428,,,https://dblp.org/rec/journals/eswa/BohanecBR17.bib,"dblp computer science bibliography, https://dblp.org","Marko Bohanec and
Mirjana Kljajic Borstnar and
Marko Robnik{-}Sikonja",article,DBLP:journals/eswa/BohanecBR17,10.1016/j.eswa.2016.11.010,71,,,Expert Syst. Appl.,,
60,2013,https://doi.org/10.3233/IDA-130607,Efficiently explaining the predictions of a probabilistic radial basis function classification network,"Fri, 06 Sep 2019 01:00:00 +0200",To specific technical application.,No,,Feature Attribution\dblp\scan.bib,791--802,,,https://dblp.org/rec/journals/ida/Robnik-SikonjaSK13.bib,"dblp computer science bibliography, https://dblp.org","Marko Robnik{-}Sikonja and
Erik Strumbelj and
Igor Kononenko",article,DBLP:journals/ida/Robnik-SikonjaSK13,10.3233/IDA-130607,17,,5,Intell. Data Anal.,,
61,1984,https://doi.org/10.1016/S0020-7373(84)80009-7,A Model for the Interpretation of Verbal Predictions,"Fri, 15 May 2020 01:00:00 +0200",Different application.,No,,Feature Attribution\dblp\scan.bib,121--134,,,https://dblp.org/rec/journals/ijmms/Zimmer84.bib,"dblp computer science bibliography, https://dblp.org",Alf C. Zimmer,article,DBLP:journals/ijmms/Zimmer84,10.1016/S0020-7373(84)80009-7,20,,1,Int. J. Man Mach. Stud.,,
62,2018,https://doi.org/10.1016/j.neucom.2018.07.036,An interpretable neural fuzzy inference system for predictions of underpricing in initial public offerings,"Sat, 19 Oct 2019 01:00:00 +0200",Different application.,No,,Feature Attribution\dblp\scan.bib,102--117,,,https://dblp.org/rec/journals/ijon/WangQQTMZNZ18.bib,"dblp computer science bibliography, https://dblp.org","Di Wang and
Xiaolin Qian and
Chai Quek and
Ah{-}Hwee Tan and
Chunyan Miao and
Xiaofeng Zhang and
Geok See Ng and
You Zhou",article,DBLP:journals/ijon/WangQQTMZNZ18,10.1016/j.neucom.2018.07.036,319,,,Neurocomputing,,
63,2009,http://jasss.soc.surrey.ac.uk/12/1/10.html,"Not All Explanations Predict Satisfactorily, and Not All Good Predictions Explain","Thu, 23 May 2019 01:00:00 +0200",Theory of model explanation.,Yes,,Feature Attribution\dblp\scan.bib,,,,https://dblp.org/rec/journals/jasss/Troitzsch09.bib,"dblp computer science bibliography, https://dblp.org",Klaus G. Troitzsch,article,DBLP:journals/jasss/Troitzsch09,,12,,1,J. Artificial Societies and Social Simulation,,
64,2016,https://doi.org/10.1002/jcc.24475,Electrostatic component of binding energy: Interpreting predictions from poisson-boltzmann equation and modeling protocols,"Wed, 01 Apr 2020 01:00:00 +0200",Different application.,No,,Feature Attribution\dblp\scan.bib,2495--2507,,,https://dblp.org/rec/journals/jcc/Chakavorty0A16.bib,"dblp computer science bibliography, https://dblp.org","Arghya Chakravorty and
Lin Li and
Emil Alexov",article,DBLP:journals/jcc/Chakavorty0A16,10.1002/jcc.24475,37,,28,J. Comput. Chem.,,
65,2015,https://doi.org/10.1021/acs.jcim.5b00175,Visualization and Interpretation of Support Vector Machine Activity Predictions,"Fri, 06 Mar 2020 00:00:00 +0100",Different application.,No,,Feature Attribution\dblp\scan.bib,1136--1147,,,https://dblp.org/rec/journals/jcisd/BalferB15.bib,"dblp computer science bibliography, https://dblp.org","Jenny Balfer and
J{\""{u}}rgen Bajorath",article,DBLP:journals/jcisd/BalferB15,10.1021/acs.jcim.5b00175,55,,6,J. Chem. Inf. Model.,,
66,2020,https://doi.org/10.1007/s10115-019-01368-9,Exploiting patterns to explain individual predictions,"Thu, 09 Apr 2020 01:00:00 +0200",Not about feature attribution.,No,,Feature Attribution\dblp\scan.bib,927--950,,,https://dblp.org/rec/journals/kais/JiaBRLM20.bib,"dblp computer science bibliography, https://dblp.org","Yunzhe Jia and
James Bailey and
Kotagiri Ramamohanarao and
Christopher Leckie and
Xingjun Ma",article,DBLP:journals/kais/JiaBRLM20,10.1007/s10115-019-01368-9,62,,3,Knowl. Inf. Syst.,,
67,2014,https://doi.org/10.1007/s10115-013-0679-x,Explaining prediction models and individual predictions with feature contributions,"Fri, 06 Sep 2019 01:00:00 +0200",About feature attribution.,Yes,,Feature Attribution\dblp\scan.bib,647--665,,,https://dblp.org/rec/journals/kais/StrumbeljK14.bib,"dblp computer science bibliography, https://dblp.org","Erik Strumbelj and
Igor Kononenko",article,DBLP:journals/kais/StrumbeljK14,10.1007/s10115-013-0679-x,41,,3,Knowl. Inf. Syst.,,
68,2019,https://doi.org/10.1007/s13218-019-00586-1,Towards Explainable Process Predictions for Industry 4.0 in the DFKI-Smart-Lego-Factory,"Tue, 04 Jun 2019 01:00:00 +0200",Different application.,No,,Feature Attribution\dblp\scan.bib,181--187,,,https://dblp.org/rec/journals/ki/RehseMF19.bib,"dblp computer science bibliography, https://dblp.org","Jana{-}Rebecca Rehse and
Nijat Mehdiyev and
Peter Fettke",article,DBLP:journals/ki/RehseMF19,10.1007/s13218-019-00586-1,33,,2,{KI},,
69,2018,https://doi.org/10.1007/978-3-319-90403-0\_8,Explaining the Predictions of an Arbitrary Prediction Model: Feature Contributions and Quasi-nomograms,"Fri, 06 Sep 2019 01:00:00 +0200",About feature attribution.,Yes,Springer,Feature Attribution\dblp\scan.bib,139--157,"Jianlong Zhou and
Fang Chen","Human and Machine Learning - Visible, Explainable, Trustworthy and
Transparent",https://dblp.org/rec/series/hci/StrumbeljK18.bib,"dblp computer science bibliography, https://dblp.org","Erik Strumbelj and
Igor Kononenko",incollection,DBLP:series/hci/StrumbeljK18,10.1007/978-3-319-90403-0\_8,,Human-Computer Interaction Series,,,,
70,2019,https://doi.org/10.1007/978-3-030-28954-6\_16,Understanding Patch-Based Learning of Video Data by Explaining Predictions,"Thu, 28 Nov 2019 10:42:04 +0100",Different application.,No,Springer,Feature Attribution\dblp\scan.bib,297--309,"Wojciech Samek and
Gr{\'{e}}goire Montavon and
Andrea Vedaldi and
Lars Kai Hansen and
Klaus{-}Robert M{\""{u}}ller","Explainable {AI:} Interpreting, Explaining and Visualizing Deep Learning",https://dblp.org/rec/series/lncs/AndersMSM19.bib,"dblp computer science bibliography, https://dblp.org","Christopher J. Anders and
Gr{\'{e}}goire Montavon and
Wojciech Samek and
Klaus{-}Robert M{\""{u}}ller",incollection,DBLP:series/lncs/AndersMSM19,10.1007/978-3-030-28954-6\_16,11700,Lecture Notes in Computer Science,,,,
71,2019,https://doi.org/10.1007/978-3-030-28954-6\_8,Explanations for Attributing Deep Neural Network Predictions,"Thu, 28 Nov 2019 10:42:04 +0100",Theory and methods for feature attribution.,Yes,Springer,Feature Attribution\dblp\scan.bib,149--167,"Wojciech Samek and
Gr{\'{e}}goire Montavon and
Andrea Vedaldi and
Lars Kai Hansen and
Klaus{-}Robert M{\""{u}}ller","Explainable {AI:} Interpreting, Explaining and Visualizing Deep Learning",https://dblp.org/rec/series/lncs/FongV19.bib,"dblp computer science bibliography, https://dblp.org","Ruth Fong and
Andrea Vedaldi",incollection,DBLP:series/lncs/FongV19,10.1007/978-3-030-28954-6\_8,11700,Lecture Notes in Computer Science,,,,
