author,title,journal,year,volume,doi,art_number,note,url,affiliation,abstract,author_keywords,document_type,source,take,number,pages,page_count,take_explanation
"Chaabna, K. and Cheema, S. and Abraham, A. and Alrouh, H. and Lowenfels, A.B. and Maisonneuve, P. and Mamtani, R.",Systematic overview of hepatitis C infection in the Middle East and North Africa,World Journal of Gastroenterology,2018,24,10.3748/wjg.v24.i27.3038,,cited By 4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050987226&doi=10.3748%2fwjg.v24.i27.3038&partnerID=40&md5=2cad57ad3a40de65abd259711c2da5c9,"Institute for Population Health, Weill Cornell Medicine-Qatar, Qatar Foundation-Education City, Doha, 24144, Qatar; Department of Surgery, New York Medical College, Valhalla, NY  10595, United States; Division of Epidemiology and Biostatistics, European Institute of Oncology, Milan, 20141, Italy","AIM To assess the quality of and to critically synthesize the available data on hepatitis C infections in the Middle East and North Africa (MENA) region to map evidence gaps. METHODS We conducted an overview of systematic reviews (SRs) following an a priori developed protocol (CRD42017076736). Our overview followed the preferred reporting items for systematic reviews and meta-analyses guidelines for reporting SRs and abstracts and did not receive any funding. Two independent reviewers systematically searched MEDLINE and conducted a multistage screening of the identified articles. Out of 5758 identified articles, 37 SRs of hepatitis C virus (HCV) infection in populations living in 20 countries in the MENA region published between 2008 and 2016 were included in our overview. The nine primary outcomes of interest were HCV antibody (anti-) prevalences and incidences in different at-risk populations; the HCV viremic (RNA positive) rate in HCV-positive individuals; HCV viremic prevalence in the general population (GP); the prevalence of HCV co-infection with the hepatitis B virus, human immunodeficiency virus, or schistosomiasis; the HCV genotype/subtype distribution; and the risk factors for HCV transmission. The conflicts of interest declared by the authors of the SRs were also extracted. Good quality outcomes reported by the SRs were defined as having the population, outcome, study time and setting defined as recommended by the PICOTS framework and a sample size > 100. RESULTS We included SRs reporting HCV outcomes with different levels of quality and precision. A substantial proportion of them synthesized data from mixed populations at differing levels of risk for acquiring HCV or at different HCV infection stages (recent and prior HCV transmissions). They also synthesized the data over long periods of time (e.g., two decades). Anti-HCV prevalence in the GP varied widely in the MENA region from 0.1% (study dates not reported) in the United Arab Emirates to 2.1%-13.5% (2003-2006) in Pakistan and 14.7% (2008) in Egypt. Data were not identified for Bahrain, Jordan, or Palestine. Good quality estimates of anti-HCV prevalence in the GP were reported for Algeria, Djibouti, Egypt, Iraq, Morocco, Pakistan, Syria, Sudan, Tunisia, and Yemen. Anti-HCV incidence estimates in the GP were reported only for Egypt (0.8-6.8 per 1000 person-year, 1997-2003). In Egypt, Morocco, and the United Arab Emirates, viremic rates in anti-HCV-positive individuals from the GP were approximately 70%. In the GP, the viremic prevalence varied from 0.7% (2011) in Saudi Arabia to 5.8% (2007-2008) in Pakistan and 10.0% (2008) in Egypt. Anti-HCV prevalence was lower in blood donors than in the GP, ranging from 0.2% (1992-1993) in Algeria to 1.7% (2005) in Yemen. The reporting quality of the outcomes in blood donors was good in the MENA countries, except in Qatar where no time framework was reported for the outcome. Some countries had anti-HCV prevalence estimates for children, transfused patients, contacts of HCV-infected patients, prisoners, sex workers, and men who have sex with men. CONCLUSION A substantial proportion of the reported outcomes may not help policymakers to develop micro-elimination strategies with precise HCV infection prevention and treatment programs in the region, as nowcasting HCV epidemiology using these data is potentially difficult. In addition to providing accurate information on HCV epidemiology, outcomes should also demonstrate practical and clinical significance and relevance. Based on the available data, most countries in the region have low to moderate anti-HCV prevalence. To achieve HCV elimination by 2030, up-to-date, good quality data on HCV epidemiology are required for the GP and key populations such as people who inject drugs and men who have sex with men. Â© The Author(s) 2018. Published by Baishideng Publishing Group Inc. All rights reserved.",Genotype;  Gulf Cooperation Council;  Hepatitis C;  Incidence;  Meta-research;  Micro-elimination;  Middle East and North Africa;  Pakistan;  Risk factors;  Systematic review,Review,Scopus,False,27,3038-3054,,Other topic.
"Kandula, S. and Yamana, T. and Pei, S. and Yang, W. and Morita, H. and Shaman, J.",Evaluation of mechanistic and statistical methods in forecasting influenza-like illness,Journal of the Royal Society Interface,2018,15,10.1098/rsif.2018.0174,20180174,cited By 10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051413929&doi=10.1098%2frsif.2018.0174&partnerID=40&md5=1d72dc85baacf073199007850acd2fb5,"Department of Environmental Health Sciences, Columbia University, New York, NY, United States","A variety of mechanistic and statistical methods to forecast seasonal influenza have been proposed and are in use; however, the effects of various data issues and design choices (statistical versus mechanistic methods, for example) on the accuracy of these approaches have not been thoroughly assessed. Here, we compare the accuracy of three forecasting approaches - a mechanistic method, a weighted average of two statistical methods and a super-ensemble of eight statistical and mechanistic models - in predicting seven outbreak characteristics of seasonal influenza during the 2016-2017 season at the national and 10 regional levels in the USA. For each of these approaches, we report the effects of real time under- and over-reporting in surveillance systems, use of non-surveillance proxies of influenza activity and manual override of model predictions on forecast quality. Our results suggest that a meta-ensemble of statistical and mechanistic methods has better overall accuracy than the individual methods. Supplementing surveillance data with proxy estimates generally improves the quality of forecasts and transient reporting errors degrade the performance of all three approaches considerably. The improvement in quality from ad hoc and post-forecast changes suggests that domain experts continue to possess information that is not being sufficiently captured by current forecasting approaches. Â© 2018 The Author(s) Published by the Royal Society. All rights reserved.",forecasts;  Influenza;  mechanistic models;  meta-ensemble;  nowcast,Article,Scopus,True,144,,,
"Mavragani, A. and Sampri, A. and Sypsa, K. and Tsagarakis, K.P.",Integrating smart health in the us health care system: Infodemiology study of asthma monitoring in the google era,Journal of Medical Internet Research,2018,20,10.2196/publichealth.8726,e24,cited By 8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047247936&doi=10.2196%2fpublichealth.8726&partnerID=40&md5=dc1ee8b7bd1cbb7c6e2a670f996be337,"Department of Pharmacy and Forensic Science, King's College London, University of London, London, United Kingdom; Business and Environmental Technology Economics Lab, Department of Environmental Engineering, Democritus University of Thrace, Xanthi, Greece; Department of Computing Science and Mathematics, Faculty of Natural Sciences, University of Stirling University, Campus Stirling, FK9 4LA, United Kingdom","Background: With the internetâs penetration and use constantly expanding, this vast amount of information can be employed in order to better assess issues in the US health care system. Google Trends, a popular tool in big data analytics, has been widely used in the past to examine interest in various medical and health-related topics and has shown great potential in forecastings, predictions, and nowcastings. As empirical relationships between online queries and human behavior have been shown to exist, a new opportunity to explore the behavior toward asthmaâa common respiratory diseaseâis present. Objective: This study aimed at forecasting the online behavior toward asthma and examined the correlations between queries and reported cases in order to explore the possibility of nowcasting asthma prevalence in the United States using online search traffic data. Methods: Applying Holt-Winters exponential smoothing to Google Trends time series from 2004 to 2015 for the term âasthma,â forecasts for online queries at state and national levels are estimated from 2016 to 2020 and validated against available Google query data from January 2016 to June 2017. Correlations among yearly Google queries and between Google queries and reported asthma cases are examined. Results: Our analysis shows that search queries exhibit seasonality within each year and the relationships between each 2 yearsâ queries are statistically significant (P<.05). Estimated forecasting models for a 5-year period (2016 through 2020) for Google queries are robust and validated against available data from January 2016 to June 2017. Significant correlations were found between (1) online queries and National Health Interview Survey lifetime asthma (r=â.82, P=.001) and current asthma (r=â.77, P=.004) rates from 2004 to 2015 and (2) between online queries and Behavioral Risk Factor Surveillance System lifetime (r=â.78, P=.003) and current asthma (r=â.79, P=.002) rates from 2004 to 2014. The correlations are negative, but lag analysis to identify the period of response cannot be employed until short-interval data on asthma prevalence are made available. Conclusions: Online behavior toward asthma can be accurately predicted, and significant correlations between online queries and reported cases exist. This method of forecasting Google queries can be used by health care officials to nowcast asthma prevalence by city, state, or nationally, subject to future availability of daily, weekly, or monthly data on reported cases. This method could therefore be used for improved monitoring and assessment of the needs surrounding the current population of patients with asthma. Â©Amaryllis Mavragani, Alexia Sampri, Karla Sypsa, Konstantinos P Tsagarakis.",Asthma;  Big data;  Forecasting;  Google trends;  Health care;  Health informatics;  Internet behavior;  Nowcasting;  Online behavior;  Smart health,Article,Scopus,False,3,,,"Not focused on statistical method on time series, but additional data sources instead."
,"Proceedings of the 2018 International Conference on Image Processing, Computer Vision, and Pattern Recognition, IPCV 2018","Proceedings of the 2018 International Conference on Image Processing, Computer Vision, and Pattern Recognition, IPCV 2018",2018,,,,cited By 0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072898357&partnerID=40&md5=8f6dd2f00bcd816d2b5d46c5d450c797,,"The proceedings contain 31 papers. The topics discussed include: convolutional neural network- based human recognition for vision occupancy sensors; application of machine learning technique to nowcast severe atmospheric event; software development for unsupervised approach to identification of a multi temporal spatial analysis model; forensic data collection techniques for fingerprint identification; Arabic handwritten characters recognition using support vector machine, normalized central moments, and local binary patterns; CNN-based brain tumor segmentation and 3D visualization; visualization of hippocampus regional atrophy in Alzheimer's disease; decision making and decision fusion using grey relational analysis in layered sensing systems; and computer-aided inspection of optical components using computer vision technologies.",,Conference Review,Scopus,False,,,185,Other topic.
"Lu, F.S. and Hou, S. and Baltrusaitis, K. and Shah, M. and Leskovec, J. and Sosic, R. and Hawkins, J. and Brownstein, J. and Conidi, G. and Gunn, J. and Gray, J. and Zink, A. and Santillana, M.",Accurate influenza monitoring and forecasting using novel internet data streams:a case study in the boston metropolis,Journal of Medical Internet Research,2018,20,10.2196/publichealth.8950,e4,cited By 20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041040814&doi=10.2196%2fpublichealth.8950&partnerID=40&md5=6b74324760421a899a1eb1bc330e7030,"Computational Health Informatics Program, Boston Children's Hospital, 1 Autumn St, Boston, MA  02215, United States; Harvard Chan School of Public Health, Harvard University, Boston, MA, United States; Department of Biostatistics, Boston University School of Public Health, Boston, MA, United States; Computer Science Department, Stanford University, Stanford, CA, United States; Chan Zuckerberg Biohub, San Francisco, CA, United States; Department of Pediatrics, Harvard Medical School, Boston, MA, United States; Boston Public Health Commission, Boston, MA, United States; Research Athenahealth, Watertown, MA, United States","Background: Influenza outbreaks pose major challenges to public health around the world, leading to thousands of deaths a year in the United States alone. Accurate systems that track influenza activity at the city level are necessary to provide actionable information that can be used for clinical, hospital, and community outbreak preparation. Objective: Although Internet-based real-Time data sources such as Google searches and tweets have been successfully used to produce influenza activity estimates ahead of traditional health care-based systems at national and state levels, influenza tracking and forecasting at finer spatial resolutions, such as the city level, remain an open question. Our study aimed to present a precise, near real-Time methodology capable of producing influenza estimates ahead of those collected and published by the Boston Public Health Commission (BPHC) for the Boston metropolitan area. This approach has great potential to be extended to other cities with access to similar data sources. Methods: We first tested the ability of Google searches, Twitter posts, electronic health records, and a crowd-sourced influenza reporting system to detect influenza activity in the Boston metropolis separately. We then adapted a multivariate dynamic regression method named ARGO (autoregression with general online information), designed for tracking influenza at the national level, and showed that it effectively uses the above data sources to monitor and forecast influenza at the city level 1 week ahead of the current date. Finally, we presented an ensemble-based approach capable of combining information from models based on multiple data sources to more robustly nowcast as well as forecast influenza activity in the Boston metropolitan area. The performances of our models were evaluated in an out-of-sample fashion over 4 influenza seasons within 2012-2016, as well as a holdout validation period from 2016 to 2017. Results: Our ensemble-based methods incorporating information from diverse models based on multiple data sources, including ARGO, produced the most robust and accurate results. The observed Pearson correlations between our out-of-sample flu activity estimates and those historically reported by the BPHC were 0.98 in nowcasting influenza and 0.94 in forecasting influenza 1 week ahead of the current date. Conclusions: We show that information from Internet-based data sources, when combined using an informed, robust methodology, can be effectively used as early indicators of influenza activity at fine geographic resolutions.",Communicable diseases;  Epidemiology;  Human;  Influenza;  Machine learning;  Patient generated data;  Public health;  Regression analysis;  Statistics,Article,Scopus,False,1,,,"Not focused on statistical method on time series, but additional data sources instead."
"Volkova, S. and Ayton, E. and Porterfield, K. and Corley, C.D.",Forecasting influenza-like illness dynamics for military populations using neural networks and social media,PLoS ONE,2017,12,10.1371/journal.pone.0188941,e0188941,cited By 9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038445064&doi=10.1371%2fjournal.pone.0188941&partnerID=40&md5=0be6d184b162e603c0a61ed3c9348367,"Data Sciences and Analytics Group, Computing and Analytics Division, National Security Directorate, Pacific Northwest National Laboratory, Richland, WA, United States","This work is the first to take advantage of recurrent neural networks to predict influenza-like illness (ILI) dynamics from various linguistic signals extracted from social media data. Unlike other approaches that rely on timeseries analysis of historical ILI data and the state-of-the-art machine learning models, we build and evaluate the predictive power of neural network architectures based on Long Short Term Memory (LSTMs) units capable of nowcasting (predicting in âreal-timeâ) and forecasting (predicting the future) ILI dynamics in the 2011 â 2014 influenza seasons. To build our models we integrate information people post in social media e.g., topics, embeddings, word ngrams, stylistic patterns, and communication behavior using hashtags and mentions. We then quantitatively evaluate the predictive power of different social media signals and contrast the performance of the-state-of-the-art regression models with neural networks using a diverse set of evaluation metrics. Finally, we combine ILI and social media signals to build a joint neural network model for ILI dynamics prediction. Unlike the majority of the existing work, we specifically focus on developing models for local rather than national ILI surveillance, specifically for military rather than general populations in 26 U.S. and six international locations., and analyze how model performance depends on the amount of social media data available per location. Our approach demonstrates several advantages: (a) Neural network architectures that rely on LSTM units trained on social media data yield the best performance compared to previously used regression models. (b) Previously under-explored language and communication behavior features are more predictive of ILI dynamics than stylistic and topic signals expressed in social media. (c) Neural network models learned exclusively from social media signals yield comparable or better performance to the models learned from ILI historical data, thus, signals from social media can be potentially used to accurately forecast ILI dynamics for the regions where ILI historical data is not available. (d) Neural network models learned from combined ILI and social media signals significantly outperform models that rely solely on ILI historical data, which adds to a great potential of alternative public sources for ILI dynamics prediction. (e) Location-specific models outperform previously used location-independent models e.g., U.S. only. (f) Prediction results significantly vary across geolocations depending on the amount of social media data available and ILI activity patterns. (g) Model performance improves with more tweets available per geo-location e.g., the error gets lower and the Pearson score gets higher for locations with more tweets. Â© 2017 Volkova et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,Article,Scopus,True,12,,,Could feature suitable forecasting methods.
"Kandula, S. and Hsu, D. and Shaman, J.",Subregional nowcasts of seasonal influenza using search trends,Journal of Medical Internet Research,2017,19,10.2196/jmir.7486,e370,cited By 15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034860892&doi=10.2196%2fjmir.7486&partnerID=40&md5=bf61310ff5e58f8809f5a306da0d41ab,"Department of Environmental Health Sciences, Columbia University, ARB Building, 722 West 168th Street, New York, NY  10032, United States; Department of Computer Science, Columbia University, New York, NY, United States","Background: Limiting the adverse effects of seasonal influenza outbreaks at state or city level requires close monitoring of localized outbreaks and reliable forecasts of their progression. Whereas forecasting models for influenza or influenza-like illness (ILI) are becoming increasingly available, their applicability to localized outbreaks is limited by the nonavailability of real-time observations of the current outbreak state at local scales. Surveillance data collected by various health departments are widely accepted as the reference standard for estimating the state of outbreaks, and in the absence of surveillance data, nowcast proxies built using Web-based activities such as search engine queries, tweets, and access of health-related webpages can be useful. Nowcast estimates of state and municipal ILI were previously published by Google Flu Trends (GFT); however, validations of these estimates were seldom reported. Objective: The aim of this study was to develop and validate models to nowcast ILI at subregional geographic scales. Methods: We built nowcast models based on autoregressive (autoregressive integrated moving average; ARIMA) and supervised regression methods (Random forests) at the US state level using regional weighted ILI and Web-based search activity derived from Google's Extended Trends application programming interface. We validated the performance of these methods using actual surveillance data for the 50 states across six seasons. We also built state-level nowcast models using state-level estimates of ILI and compared the accuracy of these estimates with the estimates of the regional models extrapolated to the state level and with the nowcast estimates published by GFT. Results: Models built using regional ILI extrapolated to state level had a median correlation of 0.84 (interquartile range: 0.74-0.91) and a median root mean square error (RMSE) of 1.01 (IQR: 0.74-1.50), with noticeable variability across seasons and by state population size. Model forms that hypothesize the availability of timely state-level surveillance data show significantly lower errors of 0.83 (0.55-0.23). Compared with GFT, the latter model forms have lower errors but also lower correlation. Conclusions: These results suggest that the proposed methods may be an alternative to the discontinued GFT and that further improvements in the quality of subregional nowcasts may require increased access to more finely resolved surveillance data.",Classification and regression trees;  Human influenza;  Infodemiology;  Infoveillance;  Nowcasts;  Surveillance,Article,Scopus,False,11,,,"Not focused on statistical method on time series, but additional data sources instead."
"Zhang, X.-S. and Pebody, R. and Charlett, A. and de Angelis, D. and Birrell, P. and Kang, H. and Baguelin, M. and Choi, Y.H.",Estimating and modelling the transmissibility of Middle East Respiratory Syndrome CoronaVirus during the 2015 outbreak in the Republic of Korea,Influenza and other Respiratory Viruses,2017,11,10.1111/irv.12467,,cited By 7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027493797&doi=10.1111%2firv.12467&partnerID=40&md5=76491d8161549d06fd3db846ba61c852,"National Infection Service, Centre for Infectious Disease Surveillance and Control, Public Health England, London, United Kingdom; Department of Infectious Disease Epidemiology, Medical Research Council Centre for Outbreak Analysis and Modelling, Imperial College School of Public Health, London, United Kingdom; Medical Research Council Biostatistics Unit, University of Cambridge, Cambridge, United Kingdom; Research Centre for Nonlinear Ergodic Theory, Sungkyunkwan University, Suwon, South Korea","Background: Emerging respiratory infections represent a significant public health threat. Because of their novelty, there are limited measures available to control their early spread. Learning from past outbreaks is important for future preparation. The Middle Eastern Respiratory Syndrome CoronaVirus (MERS-CoV) 2015 outbreak in the Republic of Korea (ROK) provides one such opportunity. Objectives: We demonstrated through quantitative methodologies how to estimate MERS-CoV's transmissibility and identified the effective countermeasures that stopped its spread. Methods: Using the outbreak data, statistical methods were employed to estimate the basic reproductive number R0, the average number of secondary cases produced by a typical primary case during its entire infectious period in a fully susceptible population. A transmission dynamics model was also proposed to estimate R0 and to identify the most effective countermeasures. The consistency between results will provide cross-validation of the approaches. Results: R0 ranged from 2.5 with 95% confidence interval (CI): [1.7, 3.1] (using the sequential Bayesian method) to 7.2 with 95% CI: [5.3, 9.4] (using the Nowcasting method). Estimates from transmission model were higher but overlapped with these. Personal protection and rapid confirmation of cases were identified as the most important countermeasures. Conclusions: Our estimates were in agreement with others from the ROK outbreak, albeit significantly higher than estimates based on other small outbreaks and sporadic cases of MERS-CoV. The large-scale outbreak in the ROK was jointly due to the high transmissibility in the healthcare-associated setting and the Korean culture-associated contact behaviour. Limiting such behaviour by rapidly identifying and isolating cases and avoiding high-risk contacts effectively stopped further transmission. Â© 2017 The Authors. Influenza and Other Respiratory Viruses Published by John Wiley & Sons Ltd.",mathematical modelling;  Middle Eastern Respiratory Syndrome CoronaVirus;  parameter estimation;  South Korean outbreak;  statistical analysis;  transmissibility,Article,Scopus,False,5,434-444,,Other topic.
"Marques-Toledo, C.D.A. and Degener, C.M. and Vinhal, L. and Coelho, G. and Meira, W. and CodeÃ§o, C.T. and Teixeira, M.M.",Dengue prediction by the web: Tweets are a useful tool for estimating and forecasting Dengue at country and city level,PLoS Neglected Tropical Diseases,2017,11,10.1371/journal.pntd.0005729,e0005729,cited By 24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026739672&doi=10.1371%2fjournal.pntd.0005729&partnerID=40&md5=09734032d9fb52dd631b15a23f1adb55,"Departamento de Bioquimica e Imunologia do Instituto de Ciencias Biologicas, Universidade Federal de Minas Gerais, Belo Horizonte, Minas Gerais, Brazil; Consultoria Tecnica, Ecovec LTDA, Belo Horizonte, Minas Gerais, Brazil; Programa de Computacao Cientifica, Fundacao Oswaldo Cruz, Rio de Janeiro, Rio de Janeiro, Brazil; Secretaria de Vigilancia em Saude, Ministerio da Saude, Brasilia, Brazil; Departamento de Ciencia da Computacao do Instituto de Ciencias Exatas, Universidade Federal de Minas Gerais, Belo Horizonte, Minas Gerais, Brazil","Background: Infectious diseases are a leading threat to public health. Accurate and timely monitoring of disease risk and progress can reduce their impact. Mentioning a disease in social networks is correlated with physician visits by patients, and can be used to estimate disease activity. Dengue is the fastest growing mosquito-borne viral disease, with an estimated annual incidence of 390 million infections, of which 96 million manifest clinically. Dengue burden is likely to increase in the future owing to trends toward increased urbanization, scarce water supplies and, possibly, environmental change. The epidemiological dynamic of Dengue is complex and difficult to predict, partly due to costly and slow surveillance systems. Methodology / Principal findings: In this study, we aimed to quantitatively assess the usefulness of data acquired by Twitter for the early detection and monitoring of Dengue epidemics, both at country and city level at a weekly basis. Here, we evaluated and demonstrated the potential of tweets modeling for Dengue estimation and forecast, in comparison with other available web-based data, Google Trends and Wikipedia access logs. Also, we studied the factors that might influence the goodness-of-fit of the model. We built a simple model based on tweets that was able to ânowcastâ, i.e. estimate disease numbers in the same week, but also âforecastâ disease in future weeks. At the country level, tweets are strongly associated with Dengue cases, and can estimate present and future Dengue cases until 8 weeks in advance. At city level, tweets are also useful for estimating Dengue activity. Our model can be applied successfully to small and less developed cities, suggesting a robust construction, even though it may be influenced by the incidence of the disease, the activity of Twitter locally, and social factors, including human development index and internet access. Conclusions: Tweets association with Dengue cases is valuable to assist traditional Dengue surveillance at real-time and low-cost. Tweets are able to successfully nowcast, i.e. estimate Dengue in the present week, but also forecast, i.e. predict Dengue at until 8 weeks in the future, both at country and city level with high estimation capacity. Â© 2017 Marques-Toledo et al.",,Article,Scopus,False,7,,,"Not focused on statistical method on time series, but additional data sources instead."
"Hu, S.-C. and Chen, I.-C.",Quantitatively analyzing the influence of online news acquisition on public web searching behaviors,"2017 7th International Workshop on Computer Science and Engineering, WCSE 2017",2017,,,,cited By 0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027867264&partnerID=40&md5=c950b3c90e3b4c74d41e0396d7110b95,"Department of Computer Science and Comm. Engineering, Providence University, Taichung, 43301, Taiwan; Department of Information Management, Chung Chou University of Science and Technology, Chang Hua, 51003, Taiwan","Administrators of public affairs usually ask ""What are the problems concerning people mostly?"" When people widely use online search services to find out information of interest and required knowledge, the search volume index (SVI) can serve as the instrument for nowcasting some phenomenon and problems that concern public, such as spread of epidemic diseases, economic trends, etc. However, if the search volume index is significantly influenced by media coverage, its precision of gauging problems will be questioned. That's because people who were influenced by media reporting, tend to conduct search due to curiosity rather than self-awareness. With the effect of media coverage on public searching behavior, the SVI cannot be used alone to nowcast or forecast things. The present work aims to investigate the influence of online news acquisition on the SVI. With attenuation of media influence, administrators of public affairs can gain insight into note-worthy search trends and the problems bearing public awareness, which facilitate decision making about the corresponding solutions.",Media coverage;  Public problems;  Regression analysis;  Search volume index,Conference Paper,Scopus,False,,605-610,,"Not focused on statistical method on time series, but additional data sources instead."
"Rohart, F. and Milinovich, G.J. and Avril, S.M.R. and LÃª Cao, K.-A. and Tong, S. and Hu, W.",Disease surveillance based on Internet-based linear models: An Australian case study of previously unmodeled infection diseases,Scientific Reports,2016,6,10.1038/srep38522,38522,cited By 5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006802603&doi=10.1038%2fsrep38522&partnerID=40&md5=807e31c64a0f73f50258da32aa99ac4b,"University of Queensland Diamantina Institute, University of Queensland, Translational Research Institute, Woolloongabba, QLD  4102, Australia; School of Medicine, University of Queensland, St Lucia, QLD  4072, Australia; School of Public Health and Social Work, Queensland University of Technology, Kelvin Grove, QLD  4056, Australia; Freelance Developer, The Gap, QLD  4061, Australia","Effective disease surveillance is critical to the functioning of health systems. Traditional approaches are, however, limited in their ability to deliver timely information. Internet-based surveillance systems are a promising approach that may circumvent many of the limitations of traditional health surveillance systems and provide more intelligence on cases of infection, including cases from those that do not use the healthcare system. Infectious disease surveillance systems built on Internet search metrics have been shown to produce accurate estimates of disease weeks before traditional systems and are an economically attractive approach to surveillance; they are, however, also prone to error under certain circumstances. This study sought to explore previously unmodeled diseases by investigating the link between Google Trends search metrics and Australian weekly notification data. We propose using four alternative disease modelling strategies based on linear models that studied the length of the training period used for model construction, determined the most appropriate lag for search metrics, used wavelet transformation for denoising data and enabled the identification of key search queries for each disease. Out of the twenty-four diseases assessed with Australian data, our nowcasting results highlighted promise for two diseases of international concern, Ross River virus and pneumococcal disease. Â© The Author(s) 2016.",,Article,Scopus,False,,,,"Not focused on statistical method on time series, but additional data sources instead."
"de Vocht, F.",Inferring the 1985â2014 impact of mobile phone use on selected brain cancer subtypes using Bayesian structural time series and synthetic controls,Environment International,2016,97,10.1016/j.envint.2016.10.019,,cited By 14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994479815&doi=10.1016%2fj.envint.2016.10.019&partnerID=40&md5=b7e6e88a4b71e854d6209fe07e455517,"School of Social and Community Medicine, University of Bristol, Canynge Hall, 39 Whatley Road, Bristol, BS8 2PS, United Kingdom","Background Mobile phone use has been increasing rapidly in the past decades and, in parallel, so has the annual incidence of certain types of brain cancers. However, it remains unclear whether this correlation is coincidental or whether use of mobile phones may cause the development, promotion or progression of specific cancers. The 1985â2014 incidence of selected brain cancer subtypes in England were analyzed and compared to counterfactual âsynthetic controlâ timeseries. Methods Annual 1985â2014 incidence of malignant glioma, glioblastoma multiforme, and malignant neoplasms of the temporal and parietal lobes in England were modelled based on population-level covariates using Bayesian structural time series models assuming 5,10 and 15 year minimal latency periods. Post-latency counterfactual âsynthetic Englandâ timeseries were nowcast based on covariate trends. The impact of mobile phone use was inferred from differences between measured and modelled time series. Results There is no evidence of an increase in malignant glioma, glioblastoma multiforme, or malignant neoplasms of the parietal lobe not predicted in the âsynthetic Englandâ time series. Malignant neoplasms of the temporal lobe however, have increased faster than expected. A latency period of 10 years reflected the earliest latency period when this was measurable and related to mobile phone penetration rates, and indicated an additional increase of 35% (95% Credible Interval 9%:59%) during 2005â2014; corresponding to an additional 188 (95%CI 48â324) cases annually. Conclusions A causal factor, of which mobile phone use (and possibly other wireless equipment) is in agreement with the hypothesized temporal association, is related to an increased risk of developing malignant neoplasms in the temporal lobe. Â© 2016 The Author",,Article,Scopus,False,,100-107,,Other topic
"Thapen, N. and Simmie, D. and Hankin, C. and Gillard, J.",DEFENDER: Detecting and forecasting epidemics using novel data-analytics for enhanced response,PLoS ONE,2016,11,10.1371/journal.pone.0155417,e0155417,cited By 5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971378819&doi=10.1371%2fjournal.pone.0155417&partnerID=40&md5=1b265a618a6c028bdf3ff2e2709b9781,"Institute for Security Science and Technology, Imperial College London, London, United Kingdom; Defence Science and Technology Laboratory, Porton Down, Salisbury, United Kingdom","In recent years social and news media have increasingly been used to explain patterns in disease activity and progression. Social media data, principally from the Twitter network, has been shown to correlate well with official disease case counts. This fact has been exploited to provide advance warning of outbreak detection, forecasting of disease levels and the ability to predict the likelihood of individuals developing symptoms. In this paper we introduce DEFENDER, a software system that integrates data from social and news media and incorporates algorithms for outbreak detection, situational awareness and forecasting. As part of this system we have developed a technique for creating a location network for any country or region based purely on Twitter data. We also present a disease nowcasting (forecasting the current but still unknown level) approach which leverages counts from multiple symptoms, which was found to improve the nowcasting accuracy by 37 percent over a model that used only previous case data. Finally we attempt to forecast future levels of symptom activity based on observed user movement on Twitter, finding a moderate gain of 5 percent over a time series forecasting model. Â© 2016 Thapen et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,Article,Scopus,False,5,,,"Not focused on statistical method on time series, but additional data sources instead."
